ORDERID,ORDERDATE,CUSTOMERID,CUSTOMERNAME,PHONE,EMAIL,PRODUCTID,PRODUCTNAME,CATEGORY,QUANTITY,UNITPRICE,LINEAMOUNT
O01303,2025-01-12,C0543,Zaina Srinivas,918944219485,nrege@gmail.com,P0196,Someone,Fashion,3,31927.62,95782.86
O01303,2025-01-12,C0543,Zaina Srinivas,918944219485,nrege@gmail.com,P0133,Course,Home,3,25607.5,76822.5
O01303,2025-01-12,C0543,Zaina Srinivas,918944219485,nrege@gmail.com,P0132,Fear,Books,2,16953.1,33906.2
O01304,2024-11-06,C0853,Vivaan Sanghvi,918544457042,lagan04@gmail.com,P0272,Maybe,Toys,1,47951.54,47951.54
O01305,2025-05-08,C0824,Priyansh Kaul,916599700423,rheaborde@gmail.com,P0497,Home,Grocery,3,14070.95,42212.85
O01305,2025-05-08,C0824,Priyansh Kaul,916599700423,rheaborde@gmail.com,P0365,See,Fashion,1,7195.14,7195.14
O01305,2025-05-08,C0824,Priyansh Kaul,916599700423,rheaborde@gmail.com,P0113,Near,Toys,3,7688.42,23065.26
O01305,2025-05-08,C0824,Priyansh Kaul,916599700423,rheaborde@gmail.com,P0344,State,Grocery,3,6188.97,18566.91
O01306,2024-10-03,C0968,Renee D’Alia,916667107542,royaarav@gmail.com,P0392,Book,Home,1,11405.72,11405.72
O01306,2024-10-03,C0968,Renee D’Alia,916667107542,royaarav@gmail.com,P0264,Conference,Home,3,40033.67,120101.01
O01306,2024-10-03,C0968,Renee D’Alia,916667107542,royaarav@gmail.com,P0022,Husband,Electronics,3,33123.51,99370.53
O01307,2024-12-28,C0583,Zeeshan Choudhary,919912476306,imalhotra@gmail.com,P0109,Sister,Home,3,29170.71,87512.13
O01307,2024-12-28,C0583,Zeeshan Choudhary,919912476306,imalhotra@gmail.com,P0103,Green,Fashion,3,43879.19,131637.57
O01307,2024-12-28,C0583,Zeeshan Choudhary,919912476306,imalhotra@gmail.com,P0351,Play,Home,3,16869.29,50607.87
O01308,2024-11-28,C0013,Aaryahi Luthra,918399396603,othakur@gmail.com,P0353,Evidence,Books,2,12904.16,25808.32
O01308,2024-11-28,C0013,Aaryahi Luthra,918399396603,othakur@gmail.com,P0084,Entire,Fashion,1,24969.67,24969.67
O01308,2024-11-28,C0013,Aaryahi Luthra,918399396603,othakur@gmail.com,P0209,Analysis,Books,3,25876.61,77629.83
O01308,2024-11-28,C0013,Aaryahi Luthra,918399396603,othakur@gmail.com,P0218,Key,Toys,1,25984.1,25984.1
O01308,2024-11-28,C0013,Aaryahi Luthra,918399396603,othakur@gmail.com,P0064,White,Electronics,1,29997.92,29997.92
O01309,2025-04-22,C0004,Hazel Ram,918204352520,yuvraj-ganguly@gmail.com,P0328,Born,Home,2,7635.87,15271.74
O01309,2025-04-22,C0004,Hazel Ram,918204352520,yuvraj-ganguly@gmail.com,P0110,May,Toys,3,41735.28,125205.84
O01310,2025-08-18,C0892,Trisha Jain,917380791228,ivanswamy@gmail.com,P0048,Probably,Toys,2,15969.26,31938.52
O01310,2025-08-18,C0892,Trisha Jain,917380791228,ivanswamy@gmail.com,P0298,Bring,Grocery,1,10120.73,10120.73
O01310,2025-08-18,C0892,Trisha Jain,917380791228,ivanswamy@gmail.com,P0315,Pm,Home,1,6451.23,6451.23
O01310,2025-08-18,C0892,Trisha Jain,917380791228,ivanswamy@gmail.com,P0165,Still,Grocery,2,37256.63,74513.26
O01310,2025-08-18,C0892,Trisha Jain,917380791228,ivanswamy@gmail.com,P0070,Figure,Toys,2,15626.72,31253.44
O01311,2025-06-09,C0882,Rohan Luthra,917602837144,walihridaan@gmail.com,P0030,Opportunity,Toys,2,12911.03,25822.06
O01311,2025-06-09,C0882,Rohan Luthra,917602837144,walihridaan@gmail.com,P0263,Because,Fashion,1,6202.41,6202.41
O01311,2025-06-09,C0882,Rohan Luthra,917602837144,walihridaan@gmail.com,P0487,Wind,Grocery,2,26054.97,52109.94
O01312,2025-06-29,C0517,Ranbir Kaul,918533677938,okurian@gmail.com,P0227,Behavior,Electronics,2,36013.96,72027.92
O01312,2025-06-29,C0517,Ranbir Kaul,918533677938,okurian@gmail.com,P0071,Next,Toys,2,31890.26,63780.52
O01312,2025-06-29,C0517,Ranbir Kaul,918533677938,okurian@gmail.com,P0097,Worker,Home,3,21400.55,64201.65
O01312,2025-06-29,C0517,Ranbir Kaul,918533677938,okurian@gmail.com,P0287,Environment,Books,2,28596.46,57192.92
O01312,2025-06-29,C0517,Ranbir Kaul,918533677938,okurian@gmail.com,P0086,Summer,Grocery,2,45414.18,90828.36
O01313,2025-08-04,C0313,Chirag Sura,918009240917,yadavbhamini@gmail.com,P0034,Begin,Home,1,23453.17,23453.17
O01313,2025-08-04,C0313,Chirag Sura,918009240917,yadavbhamini@gmail.com,P0292,Participant,Fashion,1,6391.66,6391.66
O01313,2025-08-04,C0313,Chirag Sura,918009240917,yadavbhamini@gmail.com,P0442,Line,Grocery,3,48049.73,144149.19
O01313,2025-08-04,C0313,Chirag Sura,918009240917,yadavbhamini@gmail.com,P0374,Defense,Toys,3,35723.66,107170.98
O01313,2025-08-04,C0313,Chirag Sura,918009240917,yadavbhamini@gmail.com,P0369,Region,Books,2,29719.67,59439.34
O01314,2025-03-23,C0718,Onkar Kumer,917415502686,pkota@gmail.com,P0275,Growth,Fashion,3,40260.94,120782.82
O01314,2025-03-23,C0718,Onkar Kumer,917415502686,pkota@gmail.com,P0458,South,Grocery,1,30814.65,30814.65
O01314,2025-03-23,C0718,Onkar Kumer,917415502686,pkota@gmail.com,P0233,Resource,Home,3,5535.26,16605.78
O01314,2025-03-23,C0718,Onkar Kumer,917415502686,pkota@gmail.com,P0155,Live,Electronics,2,7171.57,14343.14
O01314,2025-03-23,C0718,Onkar Kumer,917415502686,pkota@gmail.com,P0009,They,Home,2,32134.95,64269.9
O01315,2025-08-07,C0176,Ehsaan Golla,917214513167,jbhatti@gmail.com,P0233,Resource,Home,1,5535.26,5535.26
O01315,2025-08-07,C0176,Ehsaan Golla,917214513167,jbhatti@gmail.com,P0360,Per,Fashion,2,44753.22,89506.44
O01316,2025-01-04,C0254,Nayantara Bawa,918879188382,kapadiadishani@gmail.com,P0116,Mr,Fashion,2,7183.89,14367.78
O01317,2024-12-29,C0999,Zara Chhabra,919646732136,faurora@gmail.com,P0131,Quite,Fashion,3,25134.94,75404.82
O01317,2024-12-29,C0999,Zara Chhabra,919646732136,faurora@gmail.com,P0208,Wide,Books,2,45993.95,91987.9
O01317,2024-12-29,C0999,Zara Chhabra,919646732136,faurora@gmail.com,P0297,Interview,Home,2,39804.91,79609.82
O01317,2024-12-29,C0999,Zara Chhabra,919646732136,faurora@gmail.com,P0060,Some,Books,3,25955.43,77866.29
O01317,2024-12-29,C0999,Zara Chhabra,919646732136,faurora@gmail.com,P0421,Human,Home,3,37593.63,112780.89
O01318,2024-11-24,C0208,Kimaya Cherian,917222996653,madhuphegde@gmail.com,P0225,About,Toys,1,34961.77,34961.77
O01318,2024-11-24,C0208,Kimaya Cherian,917222996653,madhuphegde@gmail.com,P0326,Live,Grocery,1,18953.49,18953.49
O01318,2024-11-24,C0208,Kimaya Cherian,917222996653,madhuphegde@gmail.com,P0278,Tonight,Electronics,2,20228.38,40456.76
O01318,2024-11-24,C0208,Kimaya Cherian,917222996653,madhuphegde@gmail.com,P0113,Near,Toys,2,7688.42,15376.84
O01318,2024-11-24,C0208,Kimaya Cherian,917222996653,madhuphegde@gmail.com,P0462,May,Electronics,2,34764.62,69529.24
O01319,2024-09-17,C0941,Anya Rao,916457562694,rsrivastava@gmail.com,P0256,Choice,Fashion,2,38096.03,76192.06
O01319,2024-09-17,C0941,Anya Rao,916457562694,rsrivastava@gmail.com,P0201,Month,Toys,1,38270.76,38270.76
O01319,2024-09-17,C0941,Anya Rao,916457562694,rsrivastava@gmail.com,P0116,Mr,Fashion,3,7183.89,21551.67
O01320,2025-05-26,C0019,Nitya Rajagopal,917090017055,suppal@gmail.com,P0161,Down,Fashion,1,28997.9,28997.9
O01320,2025-05-26,C0019,Nitya Rajagopal,917090017055,suppal@gmail.com,P0331,Line,Fashion,3,39780.07,119340.21
O01320,2025-05-26,C0019,Nitya Rajagopal,917090017055,suppal@gmail.com,P0158,They,Grocery,2,747.56,1495.12
O01320,2025-05-26,C0019,Nitya Rajagopal,917090017055,suppal@gmail.com,P0370,Stand,Books,1,47131.46,47131.46
O01320,2025-05-26,C0019,Nitya Rajagopal,917090017055,suppal@gmail.com,P0296,Safe,Grocery,2,6885.75,13771.5
O01321,2025-08-08,C0158,Zara Bala,916253132429,ela08@gmail.com,P0024,Officer,Grocery,2,25649.5,51299.0
O01322,2024-12-09,C0470,Shalv Brahmbhatt,919211474200,vchopra@gmail.com,P0285,Play,Fashion,3,49168.83,147506.49
O01323,2024-10-07,C0315,Chirag Trivedi,919904612413,tushar95@gmail.com,P0454,Later,Fashion,2,39383.95,78767.9
O01323,2024-10-07,C0315,Chirag Trivedi,919904612413,tushar95@gmail.com,P0201,Month,Toys,1,38270.76,38270.76
O01324,2025-03-31,C0921,Khushi Gill,918769712795,sumermagar@gmail.com,P0389,Can,Grocery,1,2990.09,2990.09
O01324,2025-03-31,C0921,Khushi Gill,918769712795,sumermagar@gmail.com,P0429,Free,Books,3,25226.17,75678.51
O01324,2025-03-31,C0921,Khushi Gill,918769712795,sumermagar@gmail.com,P0238,Fear,Home,1,6342.47,6342.47
O01325,2025-08-03,C0371,Dhruv Sama,916805689707,hthakur@gmail.com,P0266,Relate,Fashion,2,24933.26,49866.52
O01325,2025-08-03,C0371,Dhruv Sama,916805689707,hthakur@gmail.com,P0251,Check,Books,1,13197.73,13197.73
O01325,2025-08-03,C0371,Dhruv Sama,916805689707,hthakur@gmail.com,P0071,Next,Toys,2,31890.26,63780.52
O01326,2024-11-16,C0455,Shlok Zacharia,917312864140,fchoudhary@gmail.com,P0166,Interesting,Grocery,1,4704.45,4704.45
O01326,2024-11-16,C0455,Shlok Zacharia,917312864140,fchoudhary@gmail.com,P0228,World,Home,1,42687.6,42687.6
O01326,2024-11-16,C0455,Shlok Zacharia,917312864140,fchoudhary@gmail.com,P0312,Hour,Home,3,26966.28,80898.84
O01326,2024-11-16,C0455,Shlok Zacharia,917312864140,fchoudhary@gmail.com,P0286,Practice,Fashion,1,34386.6,34386.6
O01326,2024-11-16,C0455,Shlok Zacharia,917312864140,fchoudhary@gmail.com,P0044,Age,Books,1,29870.75,29870.75
O01327,2025-02-09,C0591,Vihaan Sengupta,919455381739,yuvaan41@gmail.com,P0342,Throughout,Fashion,1,11727.32,11727.32
O01327,2025-02-09,C0591,Vihaan Sengupta,919455381739,yuvaan41@gmail.com,P0112,So,Fashion,1,7126.45,7126.45
O01327,2025-02-09,C0591,Vihaan Sengupta,919455381739,yuvaan41@gmail.com,P0310,Data,Toys,2,32555.16,65110.32
O01327,2025-02-09,C0591,Vihaan Sengupta,919455381739,yuvaan41@gmail.com,P0314,Stuff,Electronics,1,23667.18,23667.18
O01327,2025-02-09,C0591,Vihaan Sengupta,919455381739,yuvaan41@gmail.com,P0189,Take,Books,3,21117.14,63351.42
O01328,2025-07-04,C0010,Ryan Dhawan,917595706147,shlokbatta@gmail.com,P0199,Employee,Electronics,3,21332.0,63996.0
O01329,2024-11-30,C0576,Gatik Mani,916951975831,elakshibhagat@gmail.com,P0039,Home,Grocery,1,24312.94,24312.94
O01329,2024-11-30,C0576,Gatik Mani,916951975831,elakshibhagat@gmail.com,P0127,Single,Books,3,43219.93,129659.79
O01329,2024-11-30,C0576,Gatik Mani,916951975831,elakshibhagat@gmail.com,P0143,Protect,Toys,1,38572.8,38572.8
O01330,2025-02-25,C0876,Jivin Loke,916613316202,chahaljayesh@gmail.com,P0070,Figure,Toys,3,15626.72,46880.16
O01331,2025-04-26,C0631,Drishya Master,917317898471,navyasrivastava@gmail.com,P0038,School,Grocery,2,13156.01,26312.02
O01331,2025-04-26,C0631,Drishya Master,917317898471,navyasrivastava@gmail.com,P0221,The,Home,1,25026.69,25026.69
O01331,2025-04-26,C0631,Drishya Master,917317898471,navyasrivastava@gmail.com,P0030,Opportunity,Toys,1,12911.03,12911.03
O01332,2024-09-11,C0623,Tara Rao,917008318296,trajagopal@gmail.com,P0194,Better,Books,2,49657.42,99314.84
O01332,2024-09-11,C0623,Tara Rao,917008318296,trajagopal@gmail.com,P0089,Mission,Home,3,47776.2,143328.6
O01332,2024-09-11,C0623,Tara Rao,917008318296,trajagopal@gmail.com,P0348,Expert,Home,1,19437.03,19437.03
O01332,2024-09-11,C0623,Tara Rao,917008318296,trajagopal@gmail.com,P0255,Born,Books,1,22491.06,22491.06
O01333,2025-05-04,C0198,Miraya Ram,918888396948,tara35@gmail.com,P0345,Fund,Fashion,2,28257.12,56514.24
O01333,2025-05-04,C0198,Miraya Ram,918888396948,tara35@gmail.com,P0293,Money,Grocery,1,486.78,486.78
O01333,2025-05-04,C0198,Miraya Ram,918888396948,tara35@gmail.com,P0344,State,Grocery,1,6188.97,6188.97
O01333,2025-05-04,C0198,Miraya Ram,918888396948,tara35@gmail.com,P0362,Thank,Fashion,1,18203.86,18203.86
O01333,2025-05-04,C0198,Miraya Ram,918888396948,tara35@gmail.com,P0274,Goal,Books,1,36502.79,36502.79
O01334,2025-06-21,C0542,Mannat Desai,916927277143,rasha54@gmail.com,P0211,Run,Home,2,42595.97,85191.94
O01060,2024-09-13,C0476,Umang Agate,919371351013,hbehl@gmail.com,P0275,Growth,Fashion,2,40260.94,80521.88
O01061,2025-04-02,C0662,Mannat Vora,919474829723,kalakismat@gmail.com,P0089,Mission,Home,1,47776.2,47776.2
O01061,2025-04-02,C0662,Mannat Vora,919474829723,kalakismat@gmail.com,P0086,Summer,Grocery,3,45414.18,136242.54
O01061,2025-04-02,C0662,Mannat Vora,919474829723,kalakismat@gmail.com,P0442,Line,Grocery,2,48049.73,96099.46
O01062,2025-06-20,C0520,Misha Sahni,918698037447,takdhanush@gmail.com,P0440,Alone,Grocery,1,27504.54,27504.54
O01063,2024-12-17,C0789,Keya Wable,916667768255,wbal@gmail.com,P0179,Change,Fashion,2,15898.63,31797.26
O01063,2024-12-17,C0789,Keya Wable,916667768255,wbal@gmail.com,P0227,Behavior,Electronics,2,36013.96,72027.92
O01064,2024-09-07,C0046,Tarini Iyengar,916926842565,kairakeer@gmail.com,P0217,Building,Fashion,2,43359.09,86718.18
O01064,2024-09-07,C0046,Tarini Iyengar,916926842565,kairakeer@gmail.com,P0326,Live,Grocery,2,18953.49,37906.98
O01064,2024-09-07,C0046,Tarini Iyengar,916926842565,kairakeer@gmail.com,P0040,Practice,Home,3,27945.65,83836.95
O01064,2024-09-07,C0046,Tarini Iyengar,916926842565,kairakeer@gmail.com,P0262,The,Home,3,17889.61,53668.83
O01065,2024-09-07,C0277,Romil Ramesh,916122333505,abramsom@gmail.com,P0476,Matter,Books,3,635.14,1905.42
O01065,2024-09-07,C0277,Romil Ramesh,916122333505,abramsom@gmail.com,P0245,Later,Fashion,1,34444.1,34444.1
O01065,2024-09-07,C0277,Romil Ramesh,916122333505,abramsom@gmail.com,P0427,Glass,Grocery,2,32006.32,64012.64
O01065,2024-09-07,C0277,Romil Ramesh,916122333505,abramsom@gmail.com,P0347,Newspaper,Fashion,1,48533.81,48533.81
O01066,2025-02-10,C0444,Eva Thakkar,917659295119,fdhingra@gmail.com,P0102,Forget,Books,3,41702.42,125107.26
O01067,2025-01-27,C0128,Darshit Keer,917946944287,shankartanya@gmail.com,P0265,Write,Grocery,2,30863.16,61726.32
O01068,2024-11-02,C0191,Khushi Dhillon,916187088697,prisha13@gmail.com,P0206,Other,Home,2,16417.86,32835.72
O01068,2024-11-02,C0191,Khushi Dhillon,916187088697,prisha13@gmail.com,P0362,Thank,Fashion,1,18203.86,18203.86
O01068,2024-11-02,C0191,Khushi Dhillon,916187088697,prisha13@gmail.com,P0200,But,Home,1,13941.44,13941.44
O01068,2024-11-02,C0191,Khushi Dhillon,916187088697,prisha13@gmail.com,P0445,Debate,Electronics,1,39696.35,39696.35
O01068,2024-11-02,C0191,Khushi Dhillon,916187088697,prisha13@gmail.com,P0451,How,Electronics,3,32544.56,97633.68
O01069,2024-09-15,C1000,Yashvi Baria,917230737109,etrivedi@gmail.com,P0122,Girl,Grocery,2,25630.56,51261.12
O01069,2024-09-15,C1000,Yashvi Baria,917230737109,etrivedi@gmail.com,P0005,Third,Electronics,1,17555.54,17555.54
O01069,2024-09-15,C1000,Yashvi Baria,917230737109,etrivedi@gmail.com,P0430,Hot,Grocery,1,43351.68,43351.68
O01070,2025-07-31,C0362,Indrans Srinivas,917352183555,anika14@gmail.com,P0496,Although,Grocery,1,6446.33,6446.33
O01070,2025-07-31,C0362,Indrans Srinivas,917352183555,anika14@gmail.com,P0216,Smile,Books,1,5257.39,5257.39
O01070,2025-07-31,C0362,Indrans Srinivas,917352183555,anika14@gmail.com,P0427,Glass,Grocery,3,32006.32,96018.96
O01070,2025-07-31,C0362,Indrans Srinivas,917352183555,anika14@gmail.com,P0095,Four,Grocery,1,43421.39,43421.39
O01071,2025-04-24,C0664,Navya Saraf,916419174593,purab02@gmail.com,P0033,Smile,Electronics,1,7304.63,7304.63
O01071,2025-04-24,C0664,Navya Saraf,916419174593,purab02@gmail.com,P0087,Hotel,Fashion,1,2608.49,2608.49
O01071,2025-04-24,C0664,Navya Saraf,916419174593,purab02@gmail.com,P0060,Some,Books,3,25955.43,77866.29
O01071,2025-04-24,C0664,Navya Saraf,916419174593,purab02@gmail.com,P0314,Stuff,Electronics,2,23667.18,47334.36
O01071,2025-04-24,C0664,Navya Saraf,916419174593,purab02@gmail.com,P0413,Describe,Electronics,2,11998.55,23997.1
O01072,2025-03-03,C0549,Suhana Kakar,917457685695,qlala@gmail.com,P0405,Number,Books,1,36701.41,36701.41
O01073,2025-06-23,C0025,Mamooty Singh,916745648411,daliavanya@gmail.com,P0092,Tell,Home,3,40584.21,121752.63
O01073,2025-06-23,C0025,Mamooty Singh,916745648411,daliavanya@gmail.com,P0227,Behavior,Electronics,1,36013.96,36013.96
O01074,2024-11-14,C0200,Anahita Shah,918034834568,cdesai@gmail.com,P0149,Media,Electronics,2,33043.26,66086.52
O01074,2024-11-14,C0200,Anahita Shah,918034834568,cdesai@gmail.com,P0132,Fear,Books,3,16953.1,50859.3
O01074,2024-11-14,C0200,Anahita Shah,918034834568,cdesai@gmail.com,P0446,Personal,Home,1,42866.03,42866.03
O01075,2024-10-04,C0810,Kabir Varghese,917988188618,gokulkaran@gmail.com,P0121,Listen,Toys,2,22992.5,45985.0
O01076,2024-12-02,C0798,Anika Chaudhuri,917632099026,nakulshenoy@gmail.com,P0131,Quite,Fashion,1,25134.94,25134.94
O01076,2024-12-02,C0798,Anika Chaudhuri,917632099026,nakulshenoy@gmail.com,P0220,Car,Grocery,1,15563.77,15563.77
O01077,2025-08-30,C0434,Lakshit Chopra,916051681454,kumardiya@gmail.com,P0404,Imagine,Toys,2,46983.13,93966.26
O01078,2024-10-21,C0523,Aarush Baria,918369390126,vedika33@gmail.com,P0246,Audience,Home,2,13452.24,26904.48
O01078,2024-10-21,C0523,Aarush Baria,918369390126,vedika33@gmail.com,P0494,Technology,Fashion,1,26389.15,26389.15
O01078,2024-10-21,C0523,Aarush Baria,918369390126,vedika33@gmail.com,P0275,Growth,Fashion,1,40260.94,40260.94
O01078,2024-10-21,C0523,Aarush Baria,918369390126,vedika33@gmail.com,P0324,Culture,Books,2,19384.0,38768.0
O01079,2025-05-10,C0553,Jayant Saraf,917681710348,onkar40@gmail.com,P0478,Pretty,Toys,1,45214.46,45214.46
O01079,2025-05-10,C0553,Jayant Saraf,917681710348,onkar40@gmail.com,P0365,See,Fashion,2,7195.14,14390.28
O01080,2025-01-25,C0884,Divyansh Ganguly,919884378277,kadetrisha@gmail.com,P0356,Paper,Books,2,1746.39,3492.78
O01080,2025-01-25,C0884,Divyansh Ganguly,919884378277,kadetrisha@gmail.com,P0180,Section,Electronics,2,15179.3,30358.6
O01080,2025-01-25,C0884,Divyansh Ganguly,919884378277,kadetrisha@gmail.com,P0462,May,Electronics,3,34764.62,104293.86
O01080,2025-01-25,C0884,Divyansh Ganguly,919884378277,kadetrisha@gmail.com,P0401,Reveal,Fashion,2,4209.04,8418.08
O01081,2025-07-12,C0995,Shayak Agrawal,919952215618,vkuruvilla@gmail.com,P0421,Human,Home,3,37593.63,112780.89
O01081,2025-07-12,C0995,Shayak Agrawal,919952215618,vkuruvilla@gmail.com,P0191,Again,Electronics,3,4114.1,12342.3
O01081,2025-07-12,C0995,Shayak Agrawal,919952215618,vkuruvilla@gmail.com,P0166,Interesting,Grocery,3,4704.45,14113.35
O01082,2025-08-29,C0078,Kimaya Tiwari,916980242548,nirvaanvarty@gmail.com,P0213,Perhaps,Books,1,17118.78,17118.78
O01083,2024-09-29,C0241,Samaira Soman,918498340735,kabirbuch@gmail.com,P0084,Entire,Fashion,3,24969.67,74909.01
O01083,2024-09-29,C0241,Samaira Soman,918498340735,kabirbuch@gmail.com,P0487,Wind,Grocery,2,26054.97,52109.94
O01083,2024-09-29,C0241,Samaira Soman,918498340735,kabirbuch@gmail.com,P0199,Employee,Electronics,2,21332.0,42664.0
O01084,2025-08-04,C0099,Anika Dutt,918138272157,chopranavya@gmail.com,P0205,Low,Books,3,3894.6,11683.8
O01084,2025-08-04,C0099,Anika Dutt,918138272157,chopranavya@gmail.com,P0464,National,Toys,1,39575.17,39575.17
O01084,2025-08-04,C0099,Anika Dutt,918138272157,chopranavya@gmail.com,P0076,Gas,Grocery,1,33745.05,33745.05
O01085,2024-11-22,C0443,Shray Halder,919904385071,himmathora@gmail.com,P0162,Population,Home,3,48541.96,145625.88
O01086,2025-05-27,C0250,Abram Borde,919858162399,pihudevi@gmail.com,P0346,Manage,Electronics,2,13256.96,26513.92
O01086,2025-05-27,C0250,Abram Borde,919858162399,pihudevi@gmail.com,P0186,Environment,Fashion,3,39743.81,119231.43
O01086,2025-05-27,C0250,Abram Borde,919858162399,pihudevi@gmail.com,P0171,Approach,Books,1,7881.56,7881.56
O01086,2025-05-27,C0250,Abram Borde,919858162399,pihudevi@gmail.com,P0034,Begin,Home,2,23453.17,46906.34
O01087,2025-07-06,C0133,Eva Chandra,916621789871,riyer@gmail.com,P0127,Single,Books,3,43219.93,129659.79
O01087,2025-07-06,C0133,Eva Chandra,916621789871,riyer@gmail.com,P0229,Goal,Electronics,1,18497.07,18497.07
O01087,2025-07-06,C0133,Eva Chandra,916621789871,riyer@gmail.com,P0048,Probably,Toys,1,15969.26,15969.26
O01088,2024-10-21,C0879,Saksham Mangal,917096100323,bchandra@gmail.com,P0099,Machine,Grocery,3,5087.08,15261.24
O01088,2024-10-21,C0879,Saksham Mangal,917096100323,bchandra@gmail.com,P0084,Entire,Fashion,1,24969.67,24969.67
O01088,2024-10-21,C0879,Saksham Mangal,917096100323,bchandra@gmail.com,P0228,World,Home,1,42687.6,42687.6
O01088,2024-10-21,C0879,Saksham Mangal,917096100323,bchandra@gmail.com,P0212,Expect,Grocery,1,24638.09,24638.09
O01089,2025-06-20,C0025,Mamooty Singh,916745648411,daliavanya@gmail.com,P0163,Same,Books,3,41732.14,125196.42
O01090,2025-02-07,C0649,Anahi Randhawa,916681116601,fateh81@gmail.com,P0029,Technology,Grocery,3,1746.82,5240.46
O01090,2025-02-07,C0649,Anahi Randhawa,916681116601,fateh81@gmail.com,P0071,Next,Toys,2,31890.26,63780.52
O01090,2025-02-07,C0649,Anahi Randhawa,916681116601,fateh81@gmail.com,P0022,Husband,Electronics,2,33123.51,66247.02
O01090,2025-02-07,C0649,Anahi Randhawa,916681116601,fateh81@gmail.com,P0049,Education,Fashion,2,33685.14,67370.28
O01091,2024-09-19,C0620,Khushi Apte,918549691325,divit63@gmail.com,P0449,Start,Books,2,31877.19,63754.38
O01091,2024-09-19,C0620,Khushi Apte,918549691325,divit63@gmail.com,P0261,Movie,Toys,1,34647.61,34647.61
O01091,2024-09-19,C0620,Khushi Apte,918549691325,divit63@gmail.com,P0137,Artist,Toys,3,22076.28,66228.84
O01091,2024-09-19,C0620,Khushi Apte,918549691325,divit63@gmail.com,P0293,Money,Grocery,2,486.78,973.56
O01091,2024-09-19,C0620,Khushi Apte,918549691325,divit63@gmail.com,P0023,At,Books,1,43375.51,43375.51
O01092,2024-12-14,C0757,Arhaan Dua,916406107346,vartypiya@gmail.com,P0287,Environment,Books,3,28596.46,85789.38
O01092,2024-12-14,C0757,Arhaan Dua,916406107346,vartypiya@gmail.com,P0281,National,Electronics,2,43942.41,87884.82
O01092,2024-12-14,C0757,Arhaan Dua,916406107346,vartypiya@gmail.com,P0023,At,Books,2,43375.51,86751.02
O01093,2025-09-04,C0467,Aarav Soman,916310180352,ggoel@gmail.com,P0444,Bit,Grocery,3,6982.49,20947.47
O01093,2025-09-04,C0467,Aarav Soman,916310180352,ggoel@gmail.com,P0204,Grow,Home,3,36853.4,110560.2
O01093,2025-09-04,C0467,Aarav Soman,916310180352,ggoel@gmail.com,P0356,Paper,Books,3,1746.39,5239.17
O01093,2025-09-04,C0467,Aarav Soman,916310180352,ggoel@gmail.com,P0194,Better,Books,1,49657.42,49657.42
O01094,2025-04-25,C0897,Kimaya Kannan,918805478967,anahitabasak@gmail.com,P0103,Green,Fashion,1,43879.19,43879.19
O01095,2025-08-21,C0944,Ira Majumdar,918282949339,shalvkuruvilla@gmail.com,P0457,Which,Books,2,25557.49,51114.98
O01095,2025-08-21,C0944,Ira Majumdar,918282949339,shalvkuruvilla@gmail.com,P0358,Method,Toys,2,20030.96,40061.92
O01095,2025-08-21,C0944,Ira Majumdar,918282949339,shalvkuruvilla@gmail.com,P0494,Technology,Fashion,3,26389.15,79167.45
O01095,2025-08-21,C0944,Ira Majumdar,918282949339,shalvkuruvilla@gmail.com,P0167,Growth,Fashion,1,9807.77,9807.77
O01096,2025-07-14,C0566,Armaan Cherian,918303638205,tgill@gmail.com,P0208,Wide,Books,1,45993.95,45993.95
O01097,2025-02-07,C0450,Mamooty Sahota,919427816326,zghose@gmail.com,P0166,Interesting,Grocery,1,4704.45,4704.45
O01098,2025-05-04,C0533,Shanaya Krish,919544137107,saanvivyas@gmail.com,P0216,Smile,Books,3,5257.39,15772.17
O01098,2025-05-04,C0533,Shanaya Krish,919544137107,saanvivyas@gmail.com,P0363,Inside,Books,1,26506.83,26506.83
O01098,2025-05-04,C0533,Shanaya Krish,919544137107,saanvivyas@gmail.com,P0170,She,Books,2,26961.11,53922.22
O01098,2025-05-04,C0533,Shanaya Krish,919544137107,saanvivyas@gmail.com,P0320,Sort,Fashion,3,1924.24,5772.72
O01098,2025-05-04,C0533,Shanaya Krish,919544137107,saanvivyas@gmail.com,P0210,Serious,Grocery,1,35406.15,35406.15
O01099,2025-03-24,C0490,Uthkarsh Kakar,916843325149,bathsana@gmail.com,P0112,So,Fashion,1,7126.45,7126.45
O01100,2025-01-27,C0319,Nitara Handa,916704927775,chanderanvi@gmail.com,P0112,So,Fashion,2,7126.45,14252.9
O01100,2025-01-27,C0319,Nitara Handa,916704927775,chanderanvi@gmail.com,P0285,Play,Fashion,3,49168.83,147506.49
O01100,2025-01-27,C0319,Nitara Handa,916704927775,chanderanvi@gmail.com,P0181,Store,Electronics,1,7171.29,7171.29
O01101,2024-10-30,C0566,Armaan Cherian,918303638205,tgill@gmail.com,P0091,Land,Toys,3,19236.54,57709.62
O01101,2024-10-30,C0566,Armaan Cherian,918303638205,tgill@gmail.com,P0424,Suffer,Home,1,13776.75,13776.75
O01102,2025-07-21,C0571,Oorja Tank,916871686600,doratanya@gmail.com,P0299,Also,Grocery,3,41601.06,124803.18
